PRENOM,SEXE,ANNEES,NOMBRE NAISSANCE
CHRISTOPHE,Homme,2004,218
CHRISTOPHE,Homme,2003,232
CHRISTOPHE,Homme,2002,323
CHRISTOPHE,Homme,2001,429
CHRISTOPHE,Homme,2000,460
CHRISTOPHE,Homme,1999,466
CHRISTOPHE,Homme,1998,557
CHRISTOPHE,Homme,1997,684
CHRISTOPHE,Homme,1996,812
CHRISTOPHE,Homme,1995,995
CHRISTOPHE,Homme,1994,1101
CHRISTOPHE,Homme,1993,1360
CHRISTOPHE,Homme,1992,1563
CHRISTOPHE,Homme,1991,1966
CHRISTOPHE,Homme,1990,2136
CHRISTOPHE,Homme,1989,2627
CHRISTOPHE,Homme,1988,3094
CHRISTOPHE,Homme,1987,4057
CHRISTOPHE,Homme,1986,4777
CHRISTOPHE,Homme,1985,4931
CHRISTOPHE,Homme,1984,5928
CHRISTOPHE,Homme,1983,6185
CHRISTOPHE,Homme,1982,7086
CHRISTOPHE,Homme,1981,8098
CHRISTOPHE,Homme,1980,9479
CHRISTOPHE,Homme,1979,9629
CHRISTOPHE,Homme,1978,10362
CHRISTOPHE,Homme,1977,11865
CHRISTOPHE,Homme,1976,13106
CHRISTOPHE,Homme,1975,14449
CHRISTOPHE,Homme,1974,17310
CHRISTOPHE,Homme,1973,21069
CHRISTOPHE,Homme,1972,21157
CHRISTOPHE,Homme,1971,22098
CHRISTOPHE,Homme,1970,21852
CHRISTOPHE,Homme,1969,22640
CHRISTOPHE,Homme,1968,21471
CHRISTOPHE,Homme,1967,21727
CHRISTOPHE,Homme,1966,20675
CHRISTOPHE,Homme,1965,12674
CHRISTOPHE,Homme,1964,9952
CHRISTOPHE,Homme,1963,7619
CHRISTOPHE,Homme,1962,5848
CHRISTOPHE,Homme,1961,4265
CHRISTOPHE,Homme,1960,3319
CHRISTOPHE,Homme,1959,2433
CHRISTOPHE,Homme,1958,1845
CHRISTOPHE,Homme,1957,1381
CHRISTOPHE,Homme,1956,783
CHRISTOPHE,Homme,1955,621
CHRISTOPHE,Homme,1954,427
CHRISTOPHE,Homme,1953,360
CHRISTOPHE,Homme,1952,225
CHRISTOPHE,Homme,1951,209
CHRISTOPHE,Homme,1950,183
CHRISTOPHE,Homme,1949,162
CHRISTOPHE,Homme,1948,139
CHRISTOPHE,Homme,1947,118
CHRISTOPHER,Homme,2011,129
CHRISTOPHER,Homme,2010,135
CHRISTOPHER,Homme,2009,155
CHRISTOPHER,Homme,2008,184
CHRISTOPHER,Homme,2007,217
CHRISTOPHER,Homme,2006,228
CHRISTOPHER,Homme,2005,291
CHRISTOPHER,Homme,2004,361
CHRISTOPHER,Homme,2003,448
CHRISTOPHER,Homme,2002,690
CHRISTOPHER,Homme,2001,890
CHRISTOPHER,Homme,2000,1023
CHRISTOPHER,Homme,1999,1075
CHRISTOPHER,Homme,1998,1288
CHRISTOPHER,Homme,1997,1433
CHRISTOPHER,Homme,1996,1645
CHRISTOPHER,Homme,1995,1606
CHRISTOPHER,Homme,1994,1720
CHRISTOPHER,Homme,1993,2051
CHRISTOPHER,Homme,1992,2261
CHRISTOPHER,Homme,1991,2416
CHRISTOPHER,Homme,1990,2417
CHRISTOPHER,Homme,1989,2501
CHRISTOPHER,Homme,1988,2193
CHRISTOPHER,Homme,1987,2093
CHRISTOPHER,Homme,1986,2017
CHRISTOPHER,Homme,1985,1943
CHRISTOPHER,Homme,1984,1822
CHRISTOPHER,Homme,1983,564
CHRISTOPHER,Homme,1982,257
CHRISTOPHER,Homme,1981,200
CHRISTOPHER,Homme,1980,168
CHRISTOPHER,Homme,1979,162
CHRISTOPHER,Homme,1978,135
CHRISTOPHER,Homme,1976,104
CHRISTOPHER,Homme,1975,104
CHRISTOPHER,Homme,1974,104
CHRYSTEL,Femme,1978,117
CHRYSTEL,Femme,1977,137
CHRYSTEL,Femme,1976,153
CHRYSTEL,Femme,1975,148
CHRYSTEL,Femme,1974,230
CHRYSTEL,Femme,1973,306
CHRYSTEL,Femme,1972,378
CHRYSTEL,Femme,1971,404
CHRYSTEL,Femme,1970,341
CHRYSTEL,Femme,1969,341
CHRYSTEL,Femme,1968,261
CHRYSTEL,Femme,1967,173
CHRYSTEL,Femme,1966,112
CHRYSTELE,Femme,1977,110
CHRYSTELE,Femme,1976,116
CHRYSTELE,Femme,1975,160
CHRYSTELE,Femme,1974,250
CHRYSTELE,Femme,1973,403
CHRYSTELE,Femme,1972,489
CHRYSTELE,Femme,1971,634
CHRYSTELE,Femme,1970,454
CHRYSTELE,Femme,1969,375
CHRYSTELE,Femme,1968,235
CHRYSTELE,Femme,1967,180
CHRYSTELLE,Femme,1987,124
CHRYSTELLE,Femme,1986,168
CHRYSTELLE,Femme,1985,191
CHRYSTELLE,Femme,1984,183
CHRYSTELLE,Femme,1983,186
CHRYSTELLE,Femme,1982,191
CHRYSTELLE,Femme,1981,287
CHRYSTELLE,Femme,1980,281
CHRYSTELLE,Femme,1979,304
CHRYSTELLE,Femme,1978,315
CHRYSTELLE,Femme,1977,395
CHRYSTELLE,Femme,1976,469
CHRYSTELLE,Femme,1975,522
CHRYSTELLE,Femme,1974,675
CHRYSTELLE,Femme,1973,905
CHRYSTELLE,Femme,1972,980
CHRYSTELLE,Femme,1971,819
CHRYSTELLE,Femme,1970,746
CHRYSTELLE,Femme,1969,531
CHRYSTELLE,Femme,1968,384
CHRYSTELLE,Femme,1967,248
CHRYSTELLE,Femme,1966,159
CIARA,Femme,2014,109
CINDY,Femme,2010,102
CINDY,Femme,2009,105
CINDY,Femme,2008,152
CINDY,Femme,2007,149
CINDY,Femme,2006,230
CINDY,Femme,2005,248
CINDY,Femme,2004,273
CINDY,Femme,2003,366
CINDY,Femme,2002,442
CINDY,Femme,2001,500
CINDY,Femme,2000,608
CINDY,Femme,1999,737
CINDY,Femme,1998,837
CINDY,Femme,1997,1036
CINDY,Femme,1996,1352
CINDY,Femme,1995,2121
CINDY,Femme,1994,2804
CINDY,Femme,1993,3153
CINDY,Femme,1992,2967
CINDY,Femme,1991,3239
CINDY,Femme,1990,3301
CINDY,Femme,1989,3212
CINDY,Femme,1988,3345
CINDY,Femme,1987,3666
CINDY,Femme,1986,3465
CINDY,Femme,1985,3528
CINDY,Femme,1984,3614
CINDY,Femme,1983,3053
CINDY,Femme,1982,3334
CINDY,Femme,1981,3112
CINDY,Femme,1980,2553
CINDY,Femme,1979,2013
CINDY,Femme,1978,1386
CINDY,Femme,1977,1363
CINDY,Femme,1976,1238
CLAIRE,Femme,2020,131
CLAIRE,Femme,2019,178
CLAIRE,Femme,2018,174
CLAIRE,Femme,2017,178
CLAIRE,Femme,2016,217
CLAIRE,Femme,2015,246
CLAIRE,Femme,2014,261
CLAIRE,Femme,2013,270
CLAIRE,Femme,2012,283
CLAIRE,Femme,2011,338
CLAIRE,Femme,2010,367
CLAIRE,Femme,2009,403
CLAIRE,Femme,2008,547
CLAIRE,Femme,2007,579
CLAIRE,Femme,2006,690
CLAIRE,Femme,2005,733
CLAIRE,Femme,2004,792
CLAIRE,Femme,2003,1009
CLAIRE,Femme,2002,1109
CLAIRE,Femme,2001,1345
CLAIRE,Femme,2000,1632
CLAIRE,Femme,1999,1951
CLAIRE,Femme,1998,2057
CLAIRE,Femme,1997,2205
CLAIRE,Femme,1996,2468
CLAIRE,Femme,1995,2846
CLAIRE,Femme,1994,2995
CLAIRE,Femme,1993,2780
CLAIRE,Femme,1992,3001
CLAIRE,Femme,1991,2829
CLAIRE,Femme,1990,3114
CLAIRE,Femme,1989,3269
CLAIRE,Femme,1988,3376
CLAIRE,Femme,1987,3772
CLAIRE,Femme,1986,3730
CLAIRE,Femme,1985,3764
CLAIRE,Femme,1984,3931
CLAIRE,Femme,1983,3842
CLAIRE,Femme,1982,3744
CLAIRE,Femme,1981,3591
CLAIRE,Femme,1980,2753
CLAIRE,Femme,1979,2470
CLAIRE,Femme,1978,2303
CLAIRE,Femme,1977,2277
CLAIRE,Femme,1976,2039
CLAIRE,Femme,1975,2028
CLAIRE,Femme,1974,1963
CLAIRE,Femme,1973,2314
CLAIRE,Femme,1972,2194
CLAIRE,Femme,1971,2026
CLAIRE,Femme,1970,1767
CLAIRE,Femme,1969,1917
CLAIRE,Femme,1968,1859
CLAIRE,Femme,1967,1763
CLAIRE,Femme,1966,1833
CLAIRE,Femme,1965,1649
CLAIRE,Femme,1964,1668
CLAIRE,Femme,1963,1555
CLAIRE,Femme,1962,1662
CLAIRE,Femme,1961,1506
CLAIRE,Femme,1960,1413
CLAIRE,Femme,1959,1299
CLAIRE,Femme,1958,1225
CLAIRE,Femme,1957,1218
CLAIRE,Femme,1956,1186
CLAIRE,Femme,1955,1186
CLAIRE,Femme,1954,1049
CLAIRE,Femme,1953,994
CLAIRE,Femme,1952,996
CLAIRE,Femme,1951,1044
CLAIRE,Femme,1950,1042
CLAIRE,Femme,1949,1027
CLAIRE,Femme,1948,865
CLAIRE,Femme,1947,803
CLAIRE,Femme,1946,782
CLAIRE,Femme,1945,525
CLAIRE,Femme,1944,471
CLAIRE,Femme,1943,473
CLAIRE,Femme,1942,483
CLAIRE,Femme,1941,468
CLAIRE,Femme,1940,455
CLAIRE,Femme,1939,535
CLAIRE,Femme,1938,532
CLAIRE,Femme,1937,523
CLAIRE,Femme,1936,534
CLAIRE,Femme,1935,510
CLAIRE,Femme,1934,568
CLAIRE,Femme,1933,541
CLAIRE,Femme,1932,622
CLAIRE,Femme,1931,625
CLAIRE,Femme,1930,643
CLAIRE,Femme,1929,609
CLAIRE,Femme,1928,647
CLAIRE,Femme,1927,714
CLAIRE,Femme,1926,714
CLAIRE,Femme,1925,735
CLAIRE,Femme,1924,821
CLAIRE,Femme,1923,824
CLAIRE,Femme,1922,860
CLAIRE,Femme,1921,898
CLAIRE,Femme,1920,921
CLAIRE,Femme,1919,503
CLAIRE,Femme,1918,571
CLAIRE,Femme,1917,444
CLAIRE,Femme,1916,439
CLAIRE,Femme,1915,537
CLAIRE,Femme,1914,848
CLAIRE,Femme,1913,916
CLAIRE,Femme,1912,932
CLAIRE,Femme,1911,902
CLAIRE,Femme,1910,1030
CLAIRE,Femme,1909,936
CLAIRE,Femme,1908,947
CLAIRE,Femme,1907,959
CLAIRE,Femme,1906,1000
CLAIRE,Femme,1905,1050
CLAIRE,Femme,1904,975
CLAIRE,Femme,1903,1002
CLAIRE,Femme,1902,1021
CLAIRE,Femme,1901,1022
CLAIRE,Femme,1900,964
CLARA,Femme,2020,973
CLARA,Femme,2019,1144
CLARA,Femme,2018,1252
CLARA,Femme,2017,1433
CLARA,Femme,2016,1700
CLARA,Femme,2015,1885
CLARA,Femme,2014,2084
CLARA,Femme,2013,2303
CLARA,Femme,2012,2538
CLARA,Femme,2011,2865
CLARA,Femme,2010,3323
CLARA,Femme,2009,3866
CLARA,Femme,2008,4531
CLARA,Femme,2007,5210
CLARA,Femme,2006,6057
CLARA,Femme,2005,6037
CLARA,Femme,2004,5374
CLARA,Femme,2003,4704
CLARA,Femme,2002,4765
CLARA,Femme,2001,4492
CLARA,Femme,2000,3802
CLARA,Femme,1999,3193
CLARA,Femme,1998,2925
CLARA,Femme,1997,3124
CLARA,Femme,1996,2624
CLARA,Femme,1995,2206
CLARA,Femme,1994,1300
CLARA,Femme,1993,1185
CLARA,Femme,1992,1102
CLARA,Femme,1991,861
CLARA,Femme,1990,610
CLARA,Femme,1989,557
CLARA,Femme,1988,513
CLARA,Femme,1987,418
CLARA,Femme,1986,280
CLARA,Femme,1985,265
CLARA,Femme,1984,243
CLARA,Femme,1983,215
CLARA,Femme,1982,133
CLARA,Femme,1981,176
CLARA,Femme,1980,153
CLARA,Femme,1979,146
CLARA,Femme,1978,124
CLARA,Femme,1977,152
CLARA,Femme,1976,128
CLARA,Femme,1975,141
CLARA,Femme,1974,137
CLARA,Femme,1973,167
CLARA,Femme,1972,243
CLARA,Femme,1971,212
CLARA,Femme,1970,146
CLARA,Femme,1969,135
CLARA,Femme,1968,111
CLARA,Femme,1967,116
CLARA,Femme,1906,102
CLARA,Femme,1901,105
CLARENCE,Homme,2009,103
CLARENCE,Homme,2006,103
CLARISSE,Femme,2020,200
CLARISSE,Femme,2019,250
CLARISSE,Femme,2018,271
CLARISSE,Femme,2017,280
CLARISSE,Femme,2016,339
CLARISSE,Femme,2015,381
CLARISSE,Femme,2014,390
CLARISSE,Femme,2013,430
CLARISSE,Femme,2012,487
CLARISSE,Femme,2011,471
CLARISSE,Femme,2010,516
CLARISSE,Femme,2009,552
CLARISSE,Femme,2008,614
CLARISSE,Femme,2007,612
CLARISSE,Femme,2006,691
CLARISSE,Femme,2005,707
CLARISSE,Femme,2004,769
CLARISSE,Femme,2003,841
CLARISSE,Femme,2002,897
CLARISSE,Femme,2001,942
CLARISSE,Femme,2000,876
CLARISSE,Femme,1999,817
CLARISSE,Femme,1998,723
CLARISSE,Femme,1997,743
CLARISSE,Femme,1996,628
CLARISSE,Femme,1995,582
CLARISSE,Femme,1994,496
CLARISSE,Femme,1993,498
CLARISSE,Femme,1992,420
CLARISSE,Femme,1991,428
CLARISSE,Femme,1990,371
CLARISSE,Femme,1989,320
CLARISSE,Femme,1988,330
CLARISSE,Femme,1987,313
CLARISSE,Femme,1986,324
CLARISSE,Femme,1985,338
CLARISSE,Femme,1984,354
CLARISSE,Femme,1983,314
CLARISSE,Femme,1982,277
CLARISSE,Femme,1981,329
CLARISSE,Femme,1980,290
CLARISSE,Femme,1979,272
CLARISSE,Femme,1978,252
CLARISSE,Femme,1977,240
CLARISSE,Femme,1976,238
CLARISSE,Femme,1975,235
CLARISSE,Femme,1974,275
CLARISSE,Femme,1973,342
CLARISSE,Femme,1972,394
CLARISSE,Femme,1971,412
CLARISSE,Femme,1970,482
CLARISSE,Femme,1969,399
CLARISSE,Femme,1968,316
CLARISSE,Femme,1967,235
CLARISSE,Femme,1966,243
CLARISSE,Femme,1965,187
CLARISSE,Femme,1964,239
CLARISSE,Femme,1963,262
CLARISSE,Femme,1962,198
CLARISSE,Femme,1961,192
CLARISSE,Femme,1960,158
CLARISSE,Femme,1959,153
CLARISSE,Femme,1958,152
CLARISSE,Femme,1957,147
CLARISSE,Femme,1956,145
CLARISSE,Femme,1955,128
CLARISSE,Femme,1954,111
CLARISSE,Femme,1902,104
CLARISSE,Femme,1901,102
CLAUDE,Homme,1993,110
CLAUDE,Homme,1992,113
CLAUDE,Homme,1991,141
CLAUDE,Homme,1990,143
CLAUDE,Homme,1989,145
CLAUDE,Homme,1988,174
CLAUDE,Homme,1987,191
CLAUDE,Homme,1986,199
CLAUDE,Homme,1985,201
CLAUDE,Homme,1984,283
CLAUDE,Homme,1983,315
CLAUDE,Homme,1982,377
CLAUDE,Homme,1981,438
CLAUDE,Homme,1980,502
CLAUDE,Homme,1979,595
CLAUDE,Homme,1978,579
CLAUDE,Homme,1977,528
CLAUDE,Homme,1976,593
CLAUDE,Femme,1976,111
CLAUDE,Homme,1975,694
CLAUDE,Femme,1975,121
CLAUDE,Homme,1974,919
CLAUDE,Femme,1974,162
CLAUDE,Homme,1973,1132
CLAUDE,Femme,1973,229
CLAUDE,Homme,1972,1269
CLAUDE,Femme,1972,238
CLAUDE,Homme,1971,1561
CLAUDE,Femme,1971,263
CLAUDE,Homme,1970,1730
CLAUDE,Femme,1970,285
CLAUDE,Homme,1969,2153
CLAUDE,Femme,1969,299
CLAUDE,Homme,1968,2455
CLAUDE,Femme,1968,331
CLAUDE,Homme,1967,2746
CLAUDE,Femme,1967,414
CLAUDE,Homme,1966,3108
CLAUDE,Femme,1966,433
CLAUDE,Homme,1965,3463
CLAUDE,Femme,1965,474
CLAUDE,Homme,1964,3966
CLAUDE,Femme,1964,577
CLAUDE,Homme,1963,4222
CLAUDE,Femme,1963,672
CLAUDE,Homme,1962,4390
CLAUDE,Femme,1962,645
CLAUDE,Homme,1961,4856
CLAUDE,Femme,1961,740
CLAUDE,Homme,1960,5113
CLAUDE,Femme,1960,794
CLAUDE,Homme,1959,6173
CLAUDE,Femme,1959,878
CLAUDE,Homme,1958,6323
CLAUDE,Femme,1958,942
CLAUDE,Homme,1957,7159
CLAUDE,Femme,1957,1103
CLAUDE,Homme,1956,7579
CLAUDE,Femme,1956,1170
CLAUDE,Homme,1955,7664
CLAUDE,Femme,1955,1248
CLAUDE,Homme,1954,7941
CLAUDE,Femme,1954,1219
CLAUDE,Homme,1953,8380
CLAUDE,Femme,1953,1311
CLAUDE,Homme,1952,9506
CLAUDE,Femme,1952,1523
CLAUDE,Homme,1951,9757
CLAUDE,Femme,1951,1552
CLAUDE,Homme,1950,10561
CLAUDE,Femme,1950,1690
CLAUDE,Homme,1949,10914
CLAUDE,Femme,1949,1676
CLAUDE,Homme,1948,11843
CLAUDE,Femme,1948,1752
CLAUDE,Homme,1947,12805
CLAUDE,Femme,1947,1899
CLAUDE,Homme,1946,13447
CLAUDE,Femme,1946,1866
CLAUDE,Homme,1945,9210
CLAUDE,Femme,1945,1409
CLAUDE,Homme,1944,9329
CLAUDE,Femme,1944,1421
CLAUDE,Homme,1943,10028
CLAUDE,Femme,1943,1481
CLAUDE,Homme,1942,10072
CLAUDE,Femme,1942,1417
CLAUDE,Homme,1941,10201
CLAUDE,Femme,1941,1372
CLAUDE,Homme,1940,11586
CLAUDE,Femme,1940,1599
CLAUDE,Homme,1939,13275
CLAUDE,Femme,1939,1685
CLAUDE,Homme,1938,13551
CLAUDE,Femme,1938,1618
CLAUDE,Homme,1937,14310
CLAUDE,Femme,1937,1518
CLAUDE,Homme,1936,14855
CLAUDE,Femme,1936,1667
CLAUDE,Homme,1935,13013
CLAUDE,Femme,1935,1527
CLAUDE,Homme,1934,12912
CLAUDE,Femme,1934,1481
CLAUDE,Homme,1933,11215
CLAUDE,Femme,1933,1399
CLAUDE,Homme,1932,10366
CLAUDE,Femme,1932,1351
CLAUDE,Homme,1931,9597
CLAUDE,Femme,1931,1335
CLAUDE,Homme,1930,8616
CLAUDE,Femme,1930,1193
CLAUDE,Homme,1929,7262
CLAUDE,Femme,1929,1232
CLAUDE,Homme,1928,6155
CLAUDE,Femme,1928,1002
CLAUDE,Homme,1927,4542
CLAUDE,Femme,1927,636
CLAUDE,Homme,1926,4132
CLAUDE,Femme,1926,573
CLAUDE,Homme,1925,3231
CLAUDE,Femme,1925,443
CLAUDE,Homme,1924,2752
CLAUDE,Femme,1924,283
CLAUDE,Homme,1923,2118
CLAUDE,Femme,1923,256
CLAUDE,Homme,1922,1834
CLAUDE,Femme,1922,203
CLAUDE,Homme,1921,1557
CLAUDE,Femme,1921,161
CLAUDE,Homme,1920,1370
CLAUDE,Femme,1920,136
CLAUDE,Homme,1919,727
CLAUDE,Femme,1919,111
CLAUDE,Homme,1918,579
CLAUDE,Homme,1917,507
CLAUDE,Homme,1916,422
CLAUDE,Homme,1915,519
CLAUDE,Homme,1914,894
CLAUDE,Homme,1913,792
CLAUDE,Homme,1912,818
CLAUDE,Homme,1911,789
CLAUDE,Homme,1910,795
CLAUDE,Homme,1909,714
CLAUDE,Homme,1908,774
CLAUDE,Homme,1907,707
CLAUDE,Homme,1906,762
CLAUDE,Homme,1905,745
CLAUDE,Homme,1904,763
CLAUDE,Homme,1903,712
CLAUDE,Homme,1902,703
CLAUDE,Homme,1901,731
CLAUDE,Homme,1900,667
CLAUDETTE,Femme,1967,114
CLAUDETTE,Femme,1966,130
CLAUDETTE,Femme,1965,159
CLAUDETTE,Femme,1964,235
CLAUDETTE,Femme,1963,300
CLAUDETTE,Femme,1962,332
CLAUDETTE,Femme,1961,437
CLAUDETTE,Femme,1960,434
CLAUDETTE,Femme,1959,553
CLAUDETTE,Femme,1958,608
CLAUDETTE,Femme,1957,795
CLAUDETTE,Femme,1956,951
CLAUDETTE,Femme,1955,1016
CLAUDETTE,Femme,1954,1046
CLAUDETTE,Femme,1953,1015
CLAUDETTE,Femme,1952,1168
CLAUDETTE,Femme,1951,1407
CLAUDETTE,Femme,1950,1473
CLAUDETTE,Femme,1949,1598
CLAUDETTE,Femme,1948,1800
CLAUDETTE,Femme,1947,1953
CLAUDETTE,Femme,1946,2176
CLAUDETTE,Femme,1945,1555
CLAUDETTE,Femme,1944,1576
CLAUDETTE,Femme,1943,1640
CLAUDETTE,Femme,1942,1717
CLAUDETTE,Femme,1941,1702
CLAUDETTE,Femme,1940,1834
CLAUDETTE,Femme,1939,1967
CLAUDETTE,Femme,1938,1906
CLAUDETTE,Femme,1937,1798
CLAUDETTE,Femme,1936,1624
CLAUDETTE,Femme,1935,1518
CLAUDETTE,Femme,1934,1207
CLAUDETTE,Femme,1933,1048
CLAUDETTE,Femme,1932,928
CLAUDETTE,Femme,1931,833
CLAUDETTE,Femme,1930,732
CLAUDETTE,Femme,1929,563
CLAUDETTE,Femme,1928,495
CLAUDETTE,Femme,1927,429
CLAUDETTE,Femme,1926,386
CLAUDETTE,Femme,1925,303
CLAUDETTE,Femme,1924,275
CLAUDETTE,Femme,1923,264
CLAUDETTE,Femme,1922,251
CLAUDETTE,Femme,1921,202
CLAUDETTE,Femme,1920,149
CLAUDIA,Femme,2009,108
CLAUDIA,Femme,2008,103
CLAUDIA,Femme,2007,102
CLAUDIA,Femme,2006,126
CLAUDIA,Femme,2005,106
CLAUDIA,Femme,2004,127
CLAUDIA,Femme,2003,156
CLAUDIA,Femme,2002,160
CLAUDIA,Femme,2001,178
CLAUDIA,Femme,2000,174
CLAUDIA,Femme,1999,191
CLAUDIA,Femme,1998,226
CLAUDIA,Femme,1997,262
CLAUDIA,Femme,1996,274
CLAUDIA,Femme,1995,335
CLAUDIA,Femme,1994,297
CLAUDIA,Femme,1993,312
CLAUDIA,Femme,1992,217
CLAUDIA,Femme,1991,208
CLAUDIA,Femme,1990,224
CLAUDIA,Femme,1989,204
CLAUDIA,Femme,1988,260
CLAUDIA,Femme,1987,262
CLAUDIA,Femme,1986,281
CLAUDIA,Femme,1985,295
CLAUDIA,Femme,1984,297
CLAUDIA,Femme,1983,200
CLAUDIA,Femme,1982,214
CLAUDIA,Femme,1981,251
CLAUDIA,Femme,1980,243
CLAUDIA,Femme,1979,217
CLAUDIA,Femme,1978,234
CLAUDIA,Femme,1977,222
CLAUDIA,Femme,1976,186
CLAUDIA,Femme,1975,262
CLAUDIA,Femme,1974,247
CLAUDIA,Femme,1973,310
CLAUDIA,Femme,1972,327
CLAUDIA,Femme,1971,329
CLAUDIA,Femme,1970,282
CLAUDIA,Femme,1969,251
CLAUDIA,Femme,1968,260
CLAUDIA,Femme,1967,259
CLAUDIA,Femme,1966,289
CLAUDIA,Femme,1965,253
CLAUDIA,Femme,1964,247
CLAUDIA,Femme,1963,227
CLAUDIA,Femme,1962,145
CLAUDIA,Femme,1930,121
CLAUDIA,Femme,1929,131
CLAUDIA,Femme,1928,146
CLAUDIA,Femme,1927,148
CLAUDIA,Femme,1926,159
CLAUDIA,Femme,1925,190
CLAUDIA,Femme,1924,194
CLAUDIA,Femme,1923,207
CLAUDIA,Femme,1922,216
CLAUDIA,Femme,1921,274
CLAUDIA,Femme,1920,235
CLAUDIA,Femme,1919,160
CLAUDIA,Femme,1918,160
CLAUDIA,Femme,1917,160
CLAUDIA,Femme,1916,125
CLAUDIA,Femme,1915,183
CLAUDIA,Femme,1914,328
CLAUDIA,Femme,1913,314
CLAUDIA,Femme,1912,308
CLAUDIA,Femme,1911,331
CLAUDIA,Femme,1910,324
CLAUDIA,Femme,1909,352
CLAUDIA,Femme,1908,325
CLAUDIA,Femme,1907,305
CLAUDIA,Femme,1906,307
CLAUDIA,Femme,1905,288
CLAUDIA,Femme,1904,285
CLAUDIA,Femme,1903,304
CLAUDIA,Femme,1902,290
CLAUDIA,Femme,1901,290
CLAUDIA,Femme,1900,238
CLAUDIE,Femme,1983,102
CLAUDIE,Femme,1982,116
CLAUDIE,Femme,1981,135
CLAUDIE,Femme,1980,107
CLAUDIE,Femme,1979,125
CLAUDIE,Femme,1978,115
CLAUDIE,Femme,1977,138
CLAUDIE,Femme,1976,121
CLAUDIE,Femme,1975,180
CLAUDIE,Femme,1974,184
CLAUDIE,Femme,1973,246
CLAUDIE,Femme,1972,299
CLAUDIE,Femme,1971,344
CLAUDIE,Femme,1970,381
CLAUDIE,Femme,1969,426
CLAUDIE,Femme,1968,437
CLAUDIE,Femme,1967,468
CLAUDIE,Femme,1966,447
CLAUDIE,Femme,1965,538
CLAUDIE,Femme,1964,572
CLAUDIE,Femme,1963,588
CLAUDIE,Femme,1962,745
CLAUDIE,Femme,1961,677
CLAUDIE,Femme,1960,729
CLAUDIE,Femme,1959,858
CLAUDIE,Femme,1958,835
CLAUDIE,Femme,1957,824
CLAUDIE,Femme,1956,839
CLAUDIE,Femme,1955,832
CLAUDIE,Femme,1954,762
CLAUDIE,Femme,1953,871
CLAUDIE,Femme,1952,772
CLAUDIE,Femme,1951,714
CLAUDIE,Femme,1950,741
CLAUDIE,Femme,1949,676
CLAUDIE,Femme,1948,569
CLAUDIE,Femme,1947,566
CLAUDIE,Femme,1946,651
CLAUDIE,Femme,1945,418
CLAUDIE,Femme,1944,389
CLAUDIE,Femme,1943,397
CLAUDIE,Femme,1942,349
CLAUDIE,Femme,1941,362
CLAUDIE,Femme,1940,380
CLAUDIE,Femme,1939,291
CLAUDIE,Femme,1938,334
CLAUDIE,Femme,1937,315
CLAUDIE,Femme,1936,193
CLAUDIE,Femme,1935,184
CLAUDIE,Femme,1934,172
CLAUDIE,Femme,1933,141
CLAUDIE,Femme,1932,122
CLAUDIE,Femme,1931,124
CLAUDINE,Femme,1988,108
CLAUDINE,Femme,1987,116
CLAUDINE,Femme,1986,118
CLAUDINE,Femme,1985,139
CLAUDINE,Femme,1984,151
CLAUDINE,Femme,1983,157
CLAUDINE,Femme,1982,203
CLAUDINE,Femme,1981,234
CLAUDINE,Femme,1980,224
CLAUDINE,Femme,1979,295
CLAUDINE,Femme,1978,284
CLAUDINE,Femme,1977,277
CLAUDINE,Femme,1976,273
CLAUDINE,Femme,1975,361
CLAUDINE,Femme,1974,418
CLAUDINE,Femme,1973,571
CLAUDINE,Femme,1972,683
CLAUDINE,Femme,1971,936
CLAUDINE,Femme,1970,1105
CLAUDINE,Femme,1969,1236
CLAUDINE,Femme,1968,1479
CLAUDINE,Femme,1967,1812
CLAUDINE,Femme,1966,2059
CLAUDINE,Femme,1965,2353
CLAUDINE,Femme,1964,2815
CLAUDINE,Femme,1963,3402
CLAUDINE,Femme,1962,3617
CLAUDINE,Femme,1961,3927
CLAUDINE,Femme,1960,4195
CLAUDINE,Femme,1959,4692
CLAUDINE,Femme,1958,4967
CLAUDINE,Femme,1957,5368
CLAUDINE,Femme,1956,5492
CLAUDINE,Femme,1955,5542
CLAUDINE,Femme,1954,5494
CLAUDINE,Femme,1953,5884
CLAUDINE,Femme,1952,6019
CLAUDINE,Femme,1951,6088
CLAUDINE,Femme,1950,6296
CLAUDINE,Femme,1949,6454
CLAUDINE,Femme,1948,6460
CLAUDINE,Femme,1947,6338
CLAUDINE,Femme,1946,6007
CLAUDINE,Femme,1945,3602
CLAUDINE,Femme,1944,3323
CLAUDINE,Femme,1943,3306
CLAUDINE,Femme,1942,2753
CLAUDINE,Femme,1941,2501
CLAUDINE,Femme,1940,2573
CLAUDINE,Femme,1939,2614
CLAUDINE,Femme,1938,2488
CLAUDINE,Femme,1937,2066
CLAUDINE,Femme,1936,1844
CLAUDINE,Femme,1935,1566
CLAUDINE,Femme,1934,1403
CLAUDINE,Femme,1933,1191
CLAUDINE,Femme,1932,1037
CLAUDINE,Femme,1931,904
CLAUDINE,Femme,1930,853
CLAUDINE,Femme,1929,752
CLAUDINE,Femme,1928,600
CLAUDINE,Femme,1927,525
CLAUDINE,Femme,1926,485
CLAUDINE,Femme,1925,415
