CODE CLIENT;MEDIA;JOUR;HORAIRE;REDUCTION
406780;SMS;Mercredi;Matin;10%
316913;SMS;Mercredi;Midi;Aucune
80267;CALL;Mercredi;Matin;Aucune
158783;CALL;Mercredi;Matin;Aucune
103712;MAIL;Samedi;Matin;10 euros
40494;MAIL;Samedi;Matin;5 euros
272886;SMS;Mercredi;Matin;Aucune
441337;MAIL;Samedi;Matin;10 euros
372349;CALL;Mercredi;Matin;10%
100866;CALL;Mercredi;Midi;Aucune
176769;MAIL;Samedi;Matin;5 euros
396737;CALL;Mercredi;Matin;Aucune
255489;MAIL;Samedi;Matin;10%
258259;MAIL;Samedi;Matin;10 euros
335207;MAIL;Samedi;Matin;10%
326535;MAIL;Samedi;Matin;5 euros
459284;MAIL;Samedi;Matin;10 euros
155984;MAIL;Samedi;Matin;10 euros
39238;MAIL;Samedi;Matin;10%
37379;MAIL;Samedi;Matin;10 euros
73932;CALL;Mercredi;Matin;Aucune
310738;MAIL;Samedi;Matin;5 euros
140202;SMS;Mercredi;Matin;Aucune
144452;CALL;Mercredi;Matin;Aucune
224861;MAIL;Samedi;Matin;10 euros
414961;MAIL;Samedi;Matin;10%
405740;MAIL;Samedi;Matin;5 euros
106187;MAIL;Samedi;Matin;10 euros
9118;SMS;Mercredi;Matin;10%
150425;MAIL;Samedi;Matin;10 euros
158716;SMS;Mercredi;Matin;Aucune
311865;SMS;Mercredi;Matin;Aucune
36518;MAIL;Samedi;Matin;10 euros
440541;MAIL;Samedi;Matin;10 euros
274777;MAIL;Samedi;Matin;10 euros
142025;MAIL;Samedi;Matin;10 euros
53370;SMS;Mercredi;Matin;Aucune
395791;MAIL;Samedi;Matin;10 euros
10623;SMS;Mercredi;Midi;Aucune
374033;SMS;Mercredi;Matin;Aucune
13552;MAIL;Samedi;Matin;10%
304058;MAIL;Samedi;Matin;10 euros
76088;MAIL;Samedi;Matin;5 euros
341327;SMS;Mercredi;Matin;Aucune
362451;CALL;Mercredi;Midi;10%
362425;MAIL;Samedi;Matin;5 euros
156340;MAIL;Mercredi;Midi;Aucune
163027;SMS;Samedi;Matin;Aucune
369698;CALL;Mercredi;Matin;Aucune
492908;CALL;Samedi;Midi;Aucune
161133;CALL;Mercredi;Midi;10 euros
316918;SMS;Mercredi;Matin;Aucune
111601;MAIL;Samedi;Matin;10 euros
9986;SMS;Mercredi;Matin;Aucune
467183;SMS;Mercredi;Matin;Aucune
493501;MAIL;Samedi;Matin;10%
295568;CALL;Mercredi;Matin;Aucune
152521;MAIL;Samedi;Matin;10%
460020;MAIL;Samedi;Matin;10%
310643;MAIL;Samedi;Matin;10 euros
12320;MAIL;Samedi;Matin;10 euros
415448;MAIL;Samedi;Midi;10%
54341;MAIL;Lundi;Midi;10 euros
301533;MAIL;Samedi;Midi;10%
287150;CALL;Mercredi;Matin;10%
292807;MAIL;Samedi;Matin;10 euros
41692;CALL;Mercredi;Midi;Aucune
3636;CALL;Mercredi;Midi;Aucune
83976;SMS;Mercredi;Midi;Aucune
44768;CALL;Mercredi;Midi;Aucune
442730;CALL;Mercredi;Midi;Aucune
159920;SMS;Dimanche;Midi;10 euros
319901;MAIL;Lundi;Midi;10%
94238;CALL;Mercredi;Midi;Aucune
333631;CALL;Mercredi;Midi;Aucune
359435;MAIL;Mercredi;Midi;10 euros
394914;SMS;Lundi;Midi;10 euros
178209;SMS;Mercredi;Matin;Aucune
466945;MAIL;Lundi;Midi;10 euros
173420;CALL;Mercredi;Midi;Aucune
333665;MAIL;Vendredi;Midi;10 euros
362446;CALL;Mercredi;Matin;10%
434489;MAIL;Samedi;Matin;10 euros
94394;CALL;Samedi;Midi;10 euros
61070;MAIL;Samedi;Midi;10%
307477;SMS;Mercredi;Midi;Aucune
423269;SMS;Mercredi;Midi;Aucune
283751;CALL;Lundi;Midi;10%
38451;MAIL;Dimanche;Midi;10 euros
289981;SMS;Vendredi;Midi;5 euros
280163;CALL;Vendredi;Midi;10%
341310;SMS;Mercredi;Matin;Aucune
343559;MAIL;Samedi;Midi;10%
341364;CALL;Mercredi;Midi;Aucune
78260;MAIL;Samedi;Matin;10%
133744;MAIL;Mercredi;Midi;10 euros
344171;MAIL;Samedi;Matin;10%
254511;SMS;Mercredi;Matin;Aucune
111575;SMS;Samedi;Matin;10%
304023;SMS;Mercredi;Midi;10%
319595;SMS;Mercredi;Midi;Aucune
104534;MAIL;Samedi;Matin;10%
268790;MAIL;Samedi;Midi;5 euros
82857;CALL;Mercredi;Matin;Aucune
406700;MAIL;Samedi;Matin;10 euros
97580;MAIL;Samedi;Matin;5 euros
335607;MAIL;Samedi;Midi;10%
165933;SMS;Mercredi;Matin;Aucune
11023;MAIL;Samedi;Matin;10 euros
405710;SMS;Mercredi;Matin;Aucune
319746;MAIL;Samedi;Matin;10 euros
568599;MAIL;Samedi;Matin;5 euros
172093;SMS;Mercredi;Matin;Aucune
367608;SMS;Mercredi;Midi;Aucune
308826;SMS;Mercredi;Midi;Aucune
64211;MAIL;Samedi;Midi;10%
84984;MAIL;Samedi;Matin;10 euros
13506;MAIL;Samedi;Midi;5 euros
422145;MAIL;Samedi;Matin;10%
447854;MAIL;Samedi;Matin;5 euros
88843;MAIL;Samedi;Matin;10 euros
364074;MAIL;Samedi;Midi;10%
396918;SMS;Mercredi;Matin;Aucune
462938;MAIL;Samedi;Matin;10%
144496;CALL;Mercredi;Matin;Aucune
341311;MAIL;Samedi;Matin;5 euros
124021;MAIL;Samedi;Matin;10 euros
332197;SMS;Mercredi;Matin;Aucune
122180;MAIL;Mercredi;Midi;Aucune
97461;MAIL;Samedi;Matin;5 euros
341446;CALL;Mercredi;Midi;Aucune
152489;SMS;Mercredi;Matin;Aucune
10007;SMS;Mercredi;Matin;Aucune
367620;MAIL;Samedi;Matin;10%
5212;CALL;Mercredi;Midi;Aucune
119292;MAIL;Samedi;Matin;5 euros
370653;MAIL;Samedi;Matin;10 euros
147630;SMS;Mercredi;Matin;Aucune
221579;MAIL;Samedi;Matin;10 euros
332155;MAIL;Samedi;Matin;10%
329004;SMS;Mercredi;Matin;Aucune
462825;MAIL;Samedi;Matin;10 euros
338699;CALL;Mercredi;Matin;Aucune
332189;MAIL;Samedi;Matin;5 euros
4400;MAIL;Samedi;Matin;10%
405034;MAIL;Samedi;Matin;10 euros
468571;SMS;Mercredi;Matin;Aucune
289295;SMS;Mercredi;Matin;Aucune
271040;CALL;Mercredi;Midi;Aucune
176760;SMS;Mercredi;Matin;Aucune
156448;MAIL;Samedi;Matin;5 euros
5157;SMS;Mercredi;Matin;Aucune
370887;MAIL;Samedi;Matin;10 euros
258685;MAIL;Samedi;Matin;10%
167636;MAIL;Samedi;Matin;10 euros
403899;CALL;Mercredi;Matin;Aucune
469800;SMS;Mercredi;Matin;Aucune
346080;MAIL;Samedi;Matin;5 euros
302050;MAIL;Samedi;Matin;5 euros
286755;SMS;Mercredi;Matin;Aucune
400446;MAIL;Samedi;Matin;5 euros
476065;MAIL;Samedi;Matin;10%
358715;MAIL;Samedi;Matin;5 euros
466259;MAIL;Samedi;Matin;10 euros
460581;MAIL;Samedi;Matin;5 euros
142089;MAIL;Samedi;Matin;10 euros
129643;MAIL;Samedi;Matin;10 euros
396719;MAIL;Samedi;Matin;5 euros
393368;MAIL;Samedi;Matin;5 euros
177956;MAIL;Samedi;Matin;10%
468621;MAIL;Samedi;Matin;10%
443291;MAIL;Samedi;Matin;10 euros
73411;MAIL;Samedi;Matin;5 euros
447899;MAIL;Samedi;Matin;5 euros
423552;MAIL;Samedi;Matin;10%
428543;MAIL;Samedi;Matin;5 euros
337487;MAIL;Samedi;Matin;5 euros
462883;SMS;Mercredi;Midi;5 euros
307368;MAIL;Samedi;Matin;10 euros
112731;SMS;Mercredi;Matin;10%
302151;MAIL;Samedi;Matin;10%
452424;SMS;Mercredi;Midi;10 euros
305864;MAIL;Samedi;Matin;10 euros
98697;SMS;Mercredi;Midi;5 euros
146258;SMS;Mercredi;Midi;Aucune
398258;SMS;Dimanche;Matin;Aucune
341399;SMS;Mercredi;Matin;10%
52196;SMS;Mercredi;Midi;5 euros
463502;CALL;Mercredi;Matin;Aucune
440761;MAIL;Samedi;Matin;10%
464083;MAIL;Lundi;Midi;5 euros
474688;CALL;Lundi;Midi;Aucune
464236;CALL;Samedi;Matin;Aucune
336829;MAIL;Samedi;Matin;5 euros
81115;SMS;Samedi;Matin;10%
12885;CALL;Vendredi;Midi;5 euros
357533;MAIL;Samedi;Midi;10%
447896;CALL;Dimanche;Midi;10 euros
370565;SMS;Mercredi;Midi;Aucune
553987;SMS;Lundi;Midi;10%
90124;MAIL;Samedi;Matin;10%
454294;SMS;Mercredi;Midi;Aucune
109104;SMS;Mercredi;Midi;Aucune
152508;SMS;Lundi;Midi;10%
110284;SMS;Samedi;Midi;10 euros
333703;MAIL;Samedi;Matin;10 euros
452464;CALL;Samedi;Matin;Aucune
447851;CALL;Lundi;Midi;Aucune
468627;MAIL;Dimanche;Midi;10%
163615;SMS;Lundi;Midi;5 euros
332194;SMS;Mercredi;Midi;Aucune
446672;SMS;Samedi;Matin;10%
420692;MAIL;Samedi;Matin;10%
94386;MAIL;Samedi;Midi;10 euros
359429;MAIL;Samedi;Matin;5 euros
452304;CALL;Mercredi;Midi;Aucune
362452;MAIL;Samedi;Matin;5 euros
367597;SMS;Mercredi;Matin;Aucune
97501;MAIL;Samedi;Matin;10 euros
448610;CALL;Mercredi;Matin;Aucune
313531;MAIL;Samedi;Matin;10%
557952;MAIL;Samedi;Matin;5 euros
148388;MAIL;Samedi;Matin;5 euros
470892;SMS;Mercredi;Matin;Aucune
448850;MAIL;Samedi;Matin;5 euros
612367;SMS;Mercredi;Matin;Aucune
115044;CALL;Mercredi;Matin;10%
97510;MAIL;Samedi;Matin;10 euros
447843;SMS;Mercredi;Midi;Aucune
491478;SMS;Mercredi;Matin;Aucune
462996;SMS;Mercredi;Matin;10%
79718;CALL;Samedi;Midi;Aucune
442638;SMS;Mercredi;Midi;Aucune
467336;SMS;Mercredi;Midi;10 euros
467440;CALL;Mercredi;Matin;Aucune
262736;MAIL;Samedi;Matin;5 euros
374063;CALL;Mercredi;Midi;Aucune
282651;SMS;Mercredi;Matin;Aucune
171471;CALL;Mercredi;Midi;Aucune
469410;MAIL;Samedi;Matin;10%
418849;SMS;Mercredi;Matin;Aucune
177920;CALL;Mercredi;Matin;Aucune
443327;SMS;Mercredi;Matin;Aucune
362443;MAIL;Samedi;Matin;10 euros
476045;CALL;Mercredi;Matin;Aucune
400856;CALL;Mercredi;Midi;Aucune
368094;SMS;Mercredi;Matin;Aucune
131278;CALL;Mercredi;Matin;10%
466063;MAIL;Samedi;Matin;5 euros
337031;MAIL;Samedi;Matin;5 euros
39336;MAIL;Samedi;Matin;10 euros
467915;SMS;Mercredi;Matin;Aucune
533803;MAIL;Samedi;Matin;10%
462990;CALL;Mercredi;Midi;Aucune
505646;SMS;Mercredi;Matin;Aucune
128523;MAIL;Samedi;Matin;5 euros
493646;SMS;Mercredi;Matin;Aucune
319746;MAIL;Samedi;Matin;5 euros
568599;SMS;Mercredi;Matin;Aucune
172093;MAIL;Samedi;Matin;10 euros
367608;MAIL;Samedi;Matin;5 euros
308826;MAIL;Samedi;Matin;5 euros
64211;MAIL;Samedi;Matin;5 euros
84984;SMS;Mercredi;Matin;Aucune
13506;MAIL;Samedi;Matin;10 euros
469899;MAIL;Samedi;Matin;10 euros
447245;CALL;Mercredi;Matin;10%
449022;MAIL;Samedi;Matin;10 euros
404753;MAIL;Samedi;Matin;5 euros
497574;SMS;Mercredi;Matin;Aucune
305634;SMS;Mercredi;Matin;10%
181594;SMS;Mercredi;Matin;Aucune
381868;MAIL;Samedi;Matin;5 euros
464363;MAIL;Samedi;Matin;5 euros
292421;SMS;Mercredi;Matin;Aucune
495238;MAIL;Samedi;Matin;10%
416409;MAIL;Samedi;Matin;5 euros
469745;CALL;Mercredi;Matin;10%
420669;CALL;Samedi;Midi;Aucune
517058;CALL;Mercredi;Midi;Aucune
492377;MAIL;Samedi;Matin;10%
364229;CALL;Mercredi;Matin;10%
498832;MAIL;Samedi;Matin;10%
271572;MAIL;Mercredi;Midi;10%
497697;SMS;Mercredi;Midi;10 euros
326599;CALL;Mercredi;Matin;Aucune
513340;SMS;Mercredi;Midi;Aucune
282347;MAIL;Samedi;Matin;10%
392632;CALL;Lundi;Midi;10%
518980;SMS;Lundi;Midi;5 euros
547348;CALL;Samedi;Midi;Aucune
301897;MAIL;Samedi;Matin;10 euros
494788;MAIL;Samedi;Matin;5 euros
369766;SMS;Mercredi;Midi;Aucune
557983;MAIL;Samedi;Midi;10 euros
420813;CALL;Dimanche;Matin;10%
286782;MAIL;Vendredi;Midi;10 euros
427499;CALL;Lundi;Matin;Aucune
470862;CALL;Samedi;Midi;Aucune
132335;SMS;Mercredi;Midi;Aucune
313188;MAIL;Samedi;Midi;5 euros
332019;CALL;Lundi;Matin;10%
456132;CALL;Samedi;Midi;10 euros
335398;MAIL;Samedi;Matin;10 euros
403308;CALL;Samedi;Matin;Aucune
515870;SMS;Lundi;Matin;Aucune
474837;SMS;Mercredi;Midi;Aucune
494754;CALL;Lundi;Matin;Aucune
518960;SMS;Samedi;Midi;Aucune
57187;CALL;Samedi;Matin;Aucune
466810;SMS;Samedi;Matin;Aucune
330156;CALL;Samedi;Matin;Aucune
342292;MAIL;Samedi;Matin;10 euros
311569;SMS;Mercredi;Matin;Aucune
255402;MAIL;Mercredi;Midi;10 euros
476199;CALL;Samedi;Midi;Aucune
159350;CALL;Mercredi;Midi;Aucune
44930;CALL;Samedi;Midi;Aucune
13179;CALL;Mercredi;Matin;Aucune
336875;MAIL;Samedi;Matin;10 euros
485229;CALL;Mercredi;Matin;Aucune
495436;SMS;Mercredi;Midi;Aucune
365545;CALL;Mercredi;Matin;Aucune
407563;MAIL;Samedi;Matin;10%
172061;MAIL;Samedi;Matin;5 euros
494786;SMS;Vendredi;Midi;10%
473497;CALL;Mercredi;Midi;Aucune
370484;MAIL;Lundi;Midi;10%
454009;SMS;Mercredi;Midi;Aucune
464938;CALL;Samedi;Midi;10 euros
417666;MAIL;Samedi;Matin;10%
429447;MAIL;Samedi;Matin;10%
52374;MAIL;Lundi;Midi;10%
316172;CALL;Mercredi;Matin;Aucune
464929;SMS;Mercredi;Matin;10%
505770;MAIL;Samedi;Matin;10 euros
497719;MAIL;Samedi;Matin;5 euros
442615;MAIL;Vendredi;Midi;10 euros
460955;SMS;Mercredi;Midi;Aucune
175668;SMS;Mercredi;Midi;Aucune
463552;MAIL;Vendredi;Midi;10%
467436;CALL;Mercredi;Matin;10%
492020;SMS;Mercredi;Matin;Aucune
505758;CALL;Vendredi;Midi;10 euros
512348;CALL;Mercredi;Midi;Aucune
137134;SMS;Mercredi;Midi;Aucune
9657;CALL;Mercredi;Midi;Aucune
494256;CALL;Mercredi;Midi;Aucune
473426;MAIL;Samedi;Matin;10%
143692;MAIL;Samedi;Matin;5 euros
363117;SMS;Mercredi;Midi;Aucune
468006;MAIL;Vendredi;Midi;10%
91238;CALL;Mercredi;Midi;Aucune
470798;MAIL;Samedi;Matin;10 euros
167556;SMS;Mercredi;Midi;5 euros
393385;MAIL;Samedi;Matin;5 euros
217902;SMS;Mercredi;Midi;Aucune
505452;CALL;Samedi;Midi;Aucune
138093;CALL;Mercredi;Matin;Aucune
460569;CALL;Mercredi;Midi;10%
467187;MAIL;Samedi;Matin;10%
497671;MAIL;Samedi;Matin;10%
409680;MAIL;Samedi;Matin;10%
338364;CALL;Mercredi;Matin;Aucune
353331;MAIL;Samedi;Matin;10 euros
60827;SMS;Mercredi;Matin;Aucune
337100;SMS;Lundi;Midi;5 euros
476201;SMS;Mercredi;Midi;Aucune
452200;SMS;Mercredi;Matin;Aucune
375651;SMS;Dimanche;Midi;10 euros
158567;SMS;Mercredi;Midi;Aucune
407612;MAIL;Samedi;Matin;10%
372738;MAIL;Samedi;Matin;5 euros
32119;MAIL;Samedi;Matin;5 euros
291008;MAIL;Samedi;Matin;5 euros
513360;SMS;Mercredi;Matin;Aucune
329476;CALL;Mercredi;Midi;Aucune
299142;MAIL;Samedi;Matin;5 euros
543606;SMS;Mercredi;Midi;5 euros
469541;SMS;Mercredi;Midi;Aucune
512660;MAIL;Samedi;Matin;10%
463006;CALL;Dimanche;Midi;5 euros
102588;CALL;Mercredi;Matin;Aucune
358146;CALL;Mercredi;Matin;Aucune
39497;CALL;Mercredi;Midi;10 euros
336983;MAIL;Samedi;Matin;10 euros
495327;SMS;Lundi;Midi;Aucune
502634;CALL;Lundi;Midi;Aucune
122609;MAIL;Mercredi;Midi;Aucune
454825;MAIL;Samedi;Matin;10 euros
496086;SMS;Mercredi;Midi;10 euros
57180;SMS;Mercredi;Matin;Aucune
407904;CALL;Mercredi;Matin;10%
553095;MAIL;Samedi;Matin;5 euros
556001;CALL;Mercredi;Midi;10 euros
307484;CALL;Mercredi;Midi;5 euros
352962;MAIL;Samedi;Matin;5 euros
129609;SMS;Mercredi;Midi;Aucune
170418;MAIL;Samedi;Midi;10 euros
498827;SMS;Mercredi;Midi;Aucune
434651;CALL;Samedi;Midi;5 euros
507782;CALL;Samedi;Matin;Aucune
507785;MAIL;Samedi;Midi;5 euros
499553;SMS;Mercredi;Midi;Aucune
469202;SMS;Mercredi;Midi;Aucune
159295;CALL;Lundi;Midi;10%
307575;MAIL;Samedi;Midi;10%
130126;SMS;Samedi;Midi;5 euros
119301;MAIL;Samedi;Matin;10 euros
440566;SMS;Samedi;Midi;5 euros
348216;MAIL;Samedi;Matin;10%
411005;SMS;Mercredi;Matin;Aucune
395962;MAIL;Samedi;Matin;10%
444269;CALL;Mercredi;Matin;Aucune
496362;MAIL;Samedi;Matin;10 euros
373996;MAIL;Samedi;Matin;5 euros
496397;SMS;Mercredi;Matin;Aucune
126151;MAIL;Samedi;Matin;5 euros
469439;MAIL;Samedi;Matin;10 euros
293688;CALL;Mercredi;Matin;10%
493507;MAIL;Samedi;Matin;10%
474845;CALL;Mercredi;Midi;Aucune
326138;SMS;Mercredi;Matin;Aucune
426550;SMS;Mercredi;Matin;Aucune
508297;CALL;Mercredi;Midi;Aucune
449715;MAIL;Samedi;Matin;10 euros
242145;MAIL;Samedi;Matin;5 euros
517083;SMS;Mercredi;Midi;Aucune
551104;MAIL;Samedi;Matin;10%
542072;SMS;Mercredi;Matin;10%
9173;MAIL;Samedi;Matin;10 euros
59237;SMS;Mercredi;Midi;Aucune
354577;CALL;Samedi;Matin;Aucune
313085;CALL;Mercredi;Midi;10 euros
510416;CALL;Mercredi;Matin;Aucune
537136;MAIL;Samedi;Matin;10 euros
313222;MAIL;Samedi;Matin;10 euros
544420;CALL;Mercredi;Midi;Aucune
381575;MAIL;Samedi;Matin;10%
516746;SMS;Mercredi;Midi;Aucune
519471;SMS;Mercredi;Matin;Aucune
89996;MAIL;Samedi;Matin;10%
515122;CALL;Mercredi;Matin;Aucune
300494;SMS;Mercredi;Matin;Aucune
406272;SMS;Mercredi;Matin;Aucune
349243;SMS;Mercredi;Matin;10%
519424;MAIL;Samedi;Matin;10%
369586;CALL;Mercredi;Matin;Aucune
541178;SMS;Mercredi;Matin;Aucune
446746;MAIL;Samedi;Matin;5 euros
369583;MAIL;Samedi;Matin;10 euros
374411;CALL;Mercredi;Midi;Aucune
391405;SMS;Mercredi;Matin;10%
363551;SMS;Mercredi;Matin;Aucune
557944;MAIL;Samedi;Matin;5 euros
479884;SMS;Mercredi;Matin;Aucune
338726;MAIL;Samedi;Matin;5 euros
445392;MAIL;Samedi;Matin;10 euros
439913;MAIL;Samedi;Matin;5 euros
589926;MAIL;Samedi;Matin;5 euros
335444;CALL;Mercredi;Midi;Aucune
566194;SMS;Mercredi;Matin;10%
372534;MAIL;Samedi;Matin;5 euros
399345;SMS;Mercredi;Matin;Aucune
453337;MAIL;Samedi;Matin;10%
364741;CALL;Mercredi;Matin;Aucune
536615;MAIL;Samedi;Matin;10 euros
535574;MAIL;Samedi;Matin;10 euros
509036;MAIL;Mercredi;Midi;5 euros
328156;SMS;Vendredi;Matin;Aucune
348243;CALL;Samedi;Matin;Aucune
510778;SMS;Mercredi;Midi;Aucune
450934;CALL;Mercredi;Matin;Aucune
443908;CALL;Mercredi;Midi;Aucune
434838;CALL;Mercredi;Midi;Aucune
519446;CALL;Samedi;Midi;Aucune
374345;SMS;Lundi;Midi;10 euros
415298;SMS;Mercredi;Midi;Aucune
412181;CALL;Samedi;Midi;Aucune
440107;CALL;Mercredi;Midi;10 euros
517833;MAIL;Samedi;Matin;10%
451417;CALL;Mercredi;Matin;10%
469017;MAIL;Samedi;Matin;5 euros
346471;SMS;Mercredi;Midi;Aucune
515796;CALL;Mercredi;Matin;Aucune
556984;CALL;Lundi;Midi;5 euros
552198;SMS;Mercredi;Matin;Aucune
513979;CALL;Mercredi;Midi;10 euros
305677;SMS;Samedi;Midi;Aucune
305637;SMS;Mercredi;Midi;Aucune
144413;SMS;Samedi;Midi;10 euros
398635;MAIL;Samedi;Matin;5 euros
571157;SMS;Mercredi;Matin;Aucune
77749;CALL;Lundi;Matin;10%
423925;SMS;Mercredi;Midi;Aucune
154605;MAIL;Lundi;Midi;10%
517053;MAIL;Samedi;Midi;10 euros
479798;CALL;Samedi;Matin;Aucune
415453;MAIL;Samedi;Midi;5 euros
514382;SMS;Samedi;Matin;Aucune
297696;CALL;Mercredi;Matin;Aucune
295379;SMS;Mercredi;Midi;Aucune
260647;SMS;Mercredi;Midi;Aucune
316113;MAIL;Samedi;Matin;10%
363126;CALL;Mercredi;Midi;Aucune
416388;MAIL;Samedi;Matin;10 euros
505131;MAIL;Samedi;Matin;10 euros
346447;MAIL;Samedi;Matin;10 euros
320569;MAIL;Samedi;Matin;10 euros
520657;MAIL;Samedi;Matin;10 euros
520637;MAIL;Samedi;Matin;10%
514411;SMS;Mercredi;Matin;10%
182230;SMS;Mercredi;Matin;Aucune
452170;SMS;Mercredi;Matin;Aucune
307660;SMS;Mercredi;Matin;Aucune
515238;MAIL;Samedi;Matin;10 euros
517773;SMS;Mercredi;Matin;Aucune
375688;CALL;Mercredi;Matin;Aucune
377299;MAIL;Mercredi;Midi;Aucune
333265;MAIL;Samedi;Matin;5 euros
544678;SMS;Mercredi;Matin;Aucune
328133;MAIL;Samedi;Matin;10%
458927;MAIL;Samedi;Matin;5 euros
132989;CALL;Mercredi;Midi;Aucune
362395;MAIL;Samedi;Matin;10 euros
304606;SMS;Mercredi;Midi;Aucune
513642;MAIL;Samedi;Matin;5 euros
519406;SMS;Mercredi;Matin;Aucune
297667;MAIL;Samedi;Matin;10 euros
467091;CALL;Mercredi;Midi;Aucune
135831;SMS;Mercredi;Matin;Aucune
403159;MAIL;Mercredi;Midi;Aucune
314007;SMS;Mercredi;Matin;10%
463003;MAIL;Samedi;Matin;10%
162342;MAIL;Samedi;Matin;10 euros
132023;SMS;Mercredi;Matin;Aucune
400505;MAIL;Samedi;Matin;10 euros
369866;MAIL;Samedi;Matin;10%
429686;SMS;Mercredi;Matin;Aucune
495731;MAIL;Samedi;Matin;10 euros
167241;SMS;Mercredi;Matin;Aucune
287423;CALL;Mercredi;Matin;Aucune
427655;MAIL;Samedi;Matin;10%
307619;CALL;Mercredi;Matin;Aucune
419109;MAIL;Samedi;Matin;5 euros
431066;CALL;Mercredi;Matin;Aucune
302061;MAIL;Samedi;Matin;5 euros
153659;MAIL;Samedi;Matin;5 euros
97078;MAIL;Samedi;Matin;5 euros
511643;CALL;Mercredi;Matin;Aucune
340838;MAIL;Samedi;Matin;10 euros
57573;CALL;Mercredi;Matin;Aucune
415299;CALL;Mercredi;Matin;Aucune
519426;MAIL;Samedi;Matin;10%
336831;CALL;Mercredi;Matin;Aucune
448529;MAIL;Samedi;Matin;5 euros
419080;SMS;Mercredi;Matin;Aucune
91345;CALL;Mercredi;Matin;Aucune
413351;SMS;Mercredi;Matin;Aucune
396010;MAIL;Samedi;Matin;5 euros
415292;SMS;Mercredi;Matin;Aucune
498882;MAIL;Samedi;Matin;10 euros
348147;CALL;Mercredi;Matin;Aucune
556015;CALL;Mercredi;Midi;Aucune
429718;MAIL;Samedi;Matin;5 euros
307563;SMS;Mercredi;Matin;Aucune
331997;MAIL;Samedi;Matin;10 euros
148447;MAIL;Samedi;Matin;10 euros
304655;MAIL;Samedi;Matin;5 euros
350303;SMS;Mercredi;Matin;10%
419070;SMS;Mercredi;Matin;Aucune
345134;MAIL;Samedi;Matin;10 euros
443138;MAIL;Samedi;Matin;10%
424521;MAIL;Samedi;Matin;10 euros
332040;SMS;Mercredi;Matin;Aucune
419096;MAIL;Samedi;Matin;5 euros
362036;MAIL;Samedi;Matin;5 euros
462243;CALL;Mercredi;Midi;Aucune
281714;CALL;Mercredi;Matin;Aucune
437426;MAIL;Samedi;Matin;5 euros
364772;SMS;Mercredi;Matin;Aucune
372394;MAIL;Samedi;Matin;10%
411784;MAIL;Samedi;Matin;10 euros
429847;SMS;Mercredi;Matin;Aucune
444896;MAIL;Samedi;Matin;10%
423928;SMS;Mercredi;Matin;Aucune
470276;MAIL;Samedi;Matin;10%
475641;MAIL;Samedi;Matin;10 euros
119000;MAIL;Samedi;Matin;10%
160617;MAIL;Samedi;Matin;10 euros
347424;MAIL;Samedi;Matin;10 euros
361701;SMS;Mercredi;Matin;Aucune
129657;MAIL;Samedi;Matin;10%
176770;MAIL;Samedi;Matin;5 euros
433690;MAIL;Samedi;Matin;10%
255509;MAIL;Mercredi;Matin;Aucune
313473;MAIL;Mercredi;Midi;5%
311954;MAIL;Mercredi;Matin;5%
512354;MAIL;Mercredi;Matin;5%
350305;MAIL;Mercredi;Matin;Aucune
68229;MAIL;Mercredi;Matin;10%
370688;MAIL;Mercredi;Matin;Aucune
97685;MAIL;Samedi;Matin;Aucune
183135;MAIL;Samedi;Matin;5%
372537;MAIL;Mercredi;Midi;5%
517335;MAIL;Mercredi;Midi;5%
575632;MAIL;Samedi;Matin;10euros
37704;MAIL;Mercredi;Matin;10euros
478660;MAIL;Mercredi;Midi;Aucune
558746;MAIL;Mercredi;Matin;10euros
416394;MAIL;Mercredi;Matin;Aucune
457792;MAIL;Mercredi;Matin;10%
509646;MAIL;Samedi;Matin;5%
55673;MAIL;Mercredi;Midi;Aucune
536081;MAIL;Mercredi;Matin;5%
353365;MAIL;Mercredi;Matin;Aucune
347208;MAIL;Mercredi;Matin;5%
300648;MAIL;Samedi;Matin;Aucune
196655;MAIL;Samedi;Matin;5%
346558;MAIL;Samedi;Midi;Aucune
506809;MAIL;Samedi;Matin;5%
494002;MAIL;Mercredi;Matin;Aucune
182096;MAIL;Mercredi;Midi;Aucune
513835;MAIL;Mercredi;Midi;10euros
156505;MAIL;Mercredi;Midi;10euros
299272;MAIL;Mercredi;Matin;Aucune
397663;MAIL;Samedi;Matin;Aucune
453741;MAIL;Mercredi;Midi;5%
51903;MAIL;Samedi;Midi;Aucune
358827;MAIL;Mercredi;Matin;Aucune
546476;MAIL;Samedi;Midi;5%
302031;MAIL;Mercredi;Midi;5%
449815;MAIL;Samedi;Midi;5%
505309;MAIL;Samedi;Matin;10euros
307677;MAIL;Mercredi;Matin;10%
517369;MAIL;Mercredi;Matin;Aucune
308260;MAIL;Mercredi;Matin;Aucune
372490;MAIL;Samedi;Matin;Aucune
494105;MAIL;Samedi;Midi;10%
448213;MAIL;Mercredi;Matin;10%
519439;MAIL;Mercredi;Matin;Aucune
23470;MAIL;Mercredi;Matin;5%
555766;MAIL;Samedi;Midi;Aucune
52319;MAIL;Mercredi;Matin;10euros
493138;MAIL;Mercredi;Matin;5%
313024;MAIL;Mercredi;Midi;10%
161046;MAIL;Samedi;Matin;5%
405180;MAIL;Samedi;Matin;Aucune
